county,sub_county,Disease/ Condition,Number at Risk
Makueni,Kaiti,Helminthiasis,0
Narok,Narok East,East Coast Fever(ECF),20
Narok,Narok East,Peste des Petit Ruminants (PPR),300
Vihiga,Hamisi,Coccidosis,13
Busia,Teso South,Anaplasmosis,2
Makueni,Makueni,Foot and Mouth Disease (FMD),3
Turkana,Turkana East,Sheep scab,10
Turkana,Turkana East,Mange,28
Busia,Teso South,Helminthiasis,2
Vihiga,Hamisi,Helminthiasis,2
Vihiga,Hamisi,East Coast Fever(ECF),1
Kwale,Kinango,Trypanosomiasis,2
Busia,Nambale,Pink Eye Disease ,6
Busia,Nambale,Helminthiasis,1
Garissa,Lagdera,Trypanosomiasis,96
Garissa,Lagdera,Trypanosomiasis,64
Taita Taveta,Taveta,Trypanosomiasis,3
Garissa,Lagdera,Trypanosomiasis,42
Kajiado,Kajiado North,Lumpy Skin Disease (LSD),1
Kwale,Kinango,Helminthiasis,1
Kwale,Kinango,Contagious Caprine Pleuropneumonia (CCPP),9
Kwale,Kinango,Helminthiasis,8
Baringo,Baringo South,Rabies,40
Makueni,Mbooni,Foot and Mouth Disease (FMD),4
Vihiga,Emuhaya,Contagious Caprine Pleuropneumonia (CCPP),300
Makueni,Kibwezi East,Contagious Caprine Pleuropneumonia (CCPP),15
Makueni,Mbooni,East Coast Fever(ECF),3
Narok,Narok South,Rabies,50
Bungoma,Mt. Elgon,Helminthiasis,8
Nakuru,Molo,East Coast Fever(ECF),1
Kajiado,Kajiado Central,Brucellosis,50
Makueni,Kibwezi East,Trypanosomiasis,5
Taita Taveta,Voi,Miases,4
Makueni,Mbooni,Pneumonia ,1
Taita Taveta,Taveta,East Coast Fever(ECF),1
Taita Taveta,Voi,Trypanosomiasis,3
Kwale,Kinango,Contagious Caprine Pleuropneumonia (CCPP),4
Marsabit,Moyale,Goat Pox,21
Samburu,Samburu West,East Coast Fever(ECF),3
Taita Taveta,Voi,Myiasis,1
Samburu,Samburu West,Flea Infestation ,2
Makueni,Kilome,East Coast Fever(ECF),8
Makueni,Mbooni,Rabies,12
Makueni,Kilome,Anaplasmosis,12
Samburu,Samburu West,Mastitis ,0
Nakuru,Kuresoi North,East Coast Fever(ECF),0
Samburu,Samburu West,Helminthiasis,0
Samburu,Samburu West,Mange,2
Makueni,Kilome,East Coast Fever(ECF),7
Makueni,Mbooni,Pneumonia,27
Turkana,Kibish,Helminthiasis,152
Makueni,Kilome,0,4
Turkana,Kibish,Contagious Caprine Pleuropneumonia (CCPP),143
Elgeyo/Marakwet,Keiyo South,East Coast Fever(ECF),5
Baringo,Tiaty,Heart Water,35
Turkana,Kibish,Brucellosis,165
Vihiga,Emuhaya,Contagious Caprine Pleuropneumonia (CCPP),56
Makueni,Kilome,Anaplasmosis,9
Marsabit,North Horr,Pneumonia,26
Makueni,Kilome,Anaplasmosis,12
Kakamega,Ikolomani,Black Quarter,1
Makueni,Kilome,Helminthiasis,15
Makueni,Kilome,Newcastle Disease (NCD),250
Marsabit,Moyale,Goat Pox,20
Marsabit,Moyale,Foot Rot,32
Marsabit,Moyale,Peste des Petit Ruminants (PPR),22
Marsabit,Moyale,Tetanus,20
Makueni,Kilome,Anaplasmosis,18
Turkana,Turkana East,Orf,369
Makueni,Kilome,Contagious Caprine Pleuropneumonia (CCPP),41
Makueni,Kilome,Newcastle Disease (NCD),320
Makueni,Kilome,Pneumonia,8
Busia,Matayos,Parvovirus,2
Turkana,Turkana West,Contagious Caprine Pleuropneumonia (CCPP),129
Makueni,Mbooni,East Coast Fever(ECF),3
Marsabit,Moyale,Brucellosis,78
Baringo,Baringo North,Lumpy Skin Disease (LSD),4
Marsabit,Moyale,Pneumonia,52
Marsabit,Moyale,Peste des Petit Ruminants (PPR),112
Marsabit,North Horr,Pneumonia,1
Marsabit,North Horr,Contagious Caprine Pleuropneumonia (CCPP),23
Samburu,Samburu North,Contagious Caprine Pleuropneumonia (CCPP),112
Narok,Narok East,Babesiosis,13
Samburu,Samburu North,Trypanosomiasis,35
Turkana,Turkana West,Contagious Caprine Pleuropneumonia (CCPP),248
Marsabit,North Horr,Haemorrhagic septicemia,12
Marsabit,Moyale,Pneumonia,101
Marsabit,Moyale,Anaplasmosis,21
Turkana,Turkana West,Plant Poisoning ,115
Marsabit,Moyale,Brucellosis,59
Marsabit,Moyale,Eye Disease ,1
Marsabit,Moyale,Brucellosis,115
Makueni,Makueni,Pneumonia,5
Marsabit,Moyale,Orf,41
Busia,Butula,Lumpy Skin Disease (LSD),10
Marsabit,Moyale,Camel Pox,23
Marsabit,Moyale,Enterotoxaemia,51
Marsabit,Moyale,Peste des Petit Ruminants (PPR),52
Makueni,Mbooni,Pneumonia,5
Marsabit,Moyale,Skin Rashes And Manges,26
Lamu,Lamu West,Lumpy Skin Disease (LSD),4
Nakuru,Kuresoi North,Helminthiasis,0
Makueni,Mbooni,Rabies,15
Kakamega,Matungu,East Coast Fever(ECF),0
Makueni,Makueni,Rabies,8
Busia,Matayos,Helminthiasis,3
Busia,Teso South,Anaplasmosis,9
Busia,Teso South,Anaplasmosis,3
Makueni,Kilome,Enterotoxaemia,16
Makueni,Makueni,Rabies,3
Samburu,Samburu West,Upper respiratory infections,0
Samburu,Samburu West,Pneumonia,0
Samburu,Samburu West,Mammary Gland Tumor,0
Samburu,Samburu West,Malnutrition ,1
Tana River,Garsen,Lumpy Skin Disease (LSD),250
Marsabit,Moyale,Coccidosis,15
Samburu,Samburu West,Suspected TRP,1
Marsabit,Moyale,Peste des Petit Ruminants (PPR),72
Taita Taveta,Taveta,Trypanosomiasis,15
Taita Taveta,Taveta,Helminthiasis,5
Samburu,Samburu West,Fetal Mummification ,0
Marsabit,Moyale,Animal bites,8
Kitui,Kitui Rural,Contagious Caprine Pleuropneumonia (CCPP),5
Elgeyo/Marakwet,Keiyo North,Goat Pox,8
Makueni,Kibwezi East,Trypanosomiasis,4
Turkana,Turkana East,Contagious Caprine Pleuropneumonia (CCPP),37
Marsabit,Moyale,Coccidosis,12
Marsabit,Moyale,Equine influenza,66
Marsabit,Moyale,Poisoning,39
Turkana,Turkana East,Sheep scab,38
Turkana,Turkana South,Contagious Caprine Pleuropneumonia (CCPP),73
Marsabit,Moyale, 0,112
Turkana,Turkana South,Haemorrhagic Septicaemia ,19
Turkana,Turkana South,Heart Water,98
Makueni,Kilome,Pneumonia,1
Turkana,Turkana South,None,84
Turkana,Turkana South,Mange,5
Turkana,Turkana South,None,59
Turkana,Turkana South,Trypanosomiasis,4
Turkana,Turkana South,Goat Pox,1
Turkana,Turkana South,Enterotoxaemia,79
Turkana,Turkana South,Helminthiasis,4
Turkana,Turkana South,Pneumonia,46
Turkana,Turkana South,Enterotoxaemia,7
Marsabit,Moyale,Peste des Petit Ruminants (PPR),117
Turkana,Turkana South,Helminth ,76
Marsabit,Moyale,Brucellosis,28
Makueni,Kibwezi West,V.Prolapse ,0
Turkana,Turkana South,Faecal Impaction,47
Marsabit,Moyale,Heart Water,105
Marsabit,Saku,Pneumonia,0
Marsabit,Saku,East Coast Fever(ECF),18
Kakamega,Ikolomani,Salmonelosis,3
Marsabit,Saku,Brucellosis,2
Turkana,Turkana South,Contagious Caprine Pleuropneumonia (CCPP),52
Taita Taveta,Voi,Mastitis,1
Marsabit,Laisamis,Goat Pox,2
Marsabit,Moyale,Foot and Mouth Disease (FMD),82
Marsabit,Laisamis,Haemorrhagic septicemia,2
Kakamega,Malava,Rabies,8
Makueni,Kibwezi East,Trypanosomiasis,4
Marsabit,Laisamis,Brucellosis,2
Taita Taveta,Mwatate,East Coast Fever(ECF),1
Marsabit,Laisamis,Kids Score ,3
Busia,Teso South,Lumpy Skin Disease (LSD),10
Marsabit,Moyale,Pneumonia,110
Marsabit,Moyale,Peste des Petit Ruminants (PPR),149
Makueni,Kibwezi East,Foot and Mouth Disease (FMD),362
Busia,Teso South,Anaplasmosis,3
Busia,Teso South,Dystocia ,54
Marsabit,Moyale,Mange ,122
Samburu,Samburu West,Photosensitization ,0
Turkana,Turkana South,Contagious Caprine Pleuropneumonia (CCPP),85
Samburu,Samburu West,Fractured Carpals,0
Samburu,Samburu West,Helminthiasis,0
Samburu,Samburu West,Enterotoxaemia,63
Marsabit,Moyale,Fot rot,180
Samburu,Samburu West,Skin Wound,0
Samburu,Samburu West,Animal bites,0
Marsabit,Moyale,Animal bites,104
Samburu,Samburu West,Pneumonia,0
Marsabit,Moyale,Peste des Petit Ruminants (PPR),149
Busia,Teso South,Lumpy Skin Disease (LSD),3
Makueni,Kibwezi East,Trypanosomiasis,1
Marsabit,Moyale,Mange,41
Kajiado,Kajiado North,Lumpy Skin Disease (LSD),5
Busia,Teso South,Lumpy Skin Disease (LSD),3
Elgeyo/Marakwet,Keiyo South,Babesiosis ,0
Makueni,Makueni,Foot and Mouth Disease (FMD),20
Marsabit,Moyale,Enterotoxaemia,89
Nakuru,Molo,East Coast Fever(ECF),1
Vihiga,Luanda,0,15
Makueni,Kibwezi East,Trypanosomiasis,4
Marsabit,Moyale,Animal bites,10
Marsabit,Moyale,Brucellosis,105
Marsabit,Moyale,Animal bites,70
Marsabit,Moyale,Trypanosomiasis,70
Elgeyo/Marakwet,Marakwet East,East Coast Fever(ECF),2
Marsabit,Moyale,Brucellosis,400
Marsabit,Moyale,Helminthiasis,75
Marsabit,Moyale,Helminthiasis,105
Marsabit,Moyale,Animal bites,105
Marsabit,Moyale,Animal bites,400
Nakuru,Molo,Fowl Pox,29
Marsabit,Moyale,orf,105
Marsabit,Moyale,Contagious Caprine Pleuropneumonia (CCPP),105
Marsabit,Moyale,Lumpy Skin Disease (LSD),400
Marsabit,Moyale,Animal bites,75
Kajiado,Kajiado South,Lumpy Skin Disease (LSD),122
Makueni,Kaiti,Helminthiasis,0
Kajiado,Kajiado South,Black Quarter,80
Taita Taveta,Taveta,Helminthiasis,0
Marsabit,Moyale,Helminthiasis,400
Nakuru,Kuresoi North,Foot and Mouth Disease (FMD),27
Marsabit,Moyale,Contagious Caprine Pleuropneumonia (CCPP),102
Taita Taveta,Taveta,Helminthiasis,0
Makueni,Kaiti,Helminthiasis,0
Elgeyo/Marakwet,Marakwet East,East Coast Fever(ECF),1
Marsabit,Moyale,Manges,83
Turkana,Turkana Central,0,61
Bomet,Bomet Central,Foot and Mouth Disease (FMD),2
Makueni,Kibwezi East,Trypanosomiasis,4
Makueni,Kibwezi West,Rabies,3
Bomet,Bomet Central,Foot and Mouth Disease (FMD),3
Makueni,Kibwezi East,Helminthiasis,5
Makueni,Kibwezi East,Helminthiasis,0
Taita Taveta,Voi,Trypanosomiasis,0
Makueni,Kibwezi East,Trypanosomiasis,1
Makueni,Kibwezi East,Anaplasmosis,4
Turkana,Turkana Central,Contagious Caprine Pleuropneumonia (CCPP),159
Makueni,Kibwezi East,Anaplasmosis,6
Makueni,Kibwezi West,Helminthiasis,0
Makueni,Kibwezi West,Pneumonia,2
Makueni,Kibwezi West,Pneumonia,23
Nyandarua,Kipipiri,Stomatitis,16
Vihiga,Luanda,Helminthiasis,1
Makueni,Kibwezi East,H.S,3
Taita Taveta,Mwatate,Trypanosomiasis,2
Vihiga,Sabatia,East Coast Fever(ECF),0
Vihiga,Sabatia,0,0
Narok,Narok South,Animal bites,8
Narok,Narok South,East Coast Fever(ECF),36
Marsabit,Moyale,Peste des Petit Ruminants (PPR),118
Makueni,Kibwezi West,Myiasis ,1
Makueni,Kibwezi East,Helminthiasis,3
Turkana,Kibish,Contagious Caprine Pleuropneumonia (CCPP),125
Turkana,Kibish,Mange,142
Elgeyo/Marakwet,Keiyo North,East Coast Fever(ECF),5
Samburu,Samburu West,Peste des Petit Ruminants (PPR),74
Marsabit,Moyale,Brucellosis,46
Kwale,Kinango,Contagious Caprine Pleuropneumonia (CCPP),20
Taita Taveta,Voi,Myaisis,0
Makueni,Makueni,Foot and Mouth Disease (FMD),3
Kwale,Kinango,Contagious Caprine Pleuropneumonia (CCPP),50
Kisumu,Kisumu West,Anthrax,3
Taita Taveta,Voi,Mastitis,1
Bomet,Bomet East,Foot and Mouth Disease (FMD),11
Makueni,Makueni,Rabies,12
Tana River,Bura,Trypanosomiasis,68
Taita Taveta,Wundanyi,Trypanosomiasis,3
Tana River,Bura,Trypanosomiasis,42
Marsabit,Moyale,Respiratory Complex ,33
Kitui,Mwingi North,Pneumonia,0
Nyandarua,Kipipiri,Poisoning,3
Makueni,Mbooni,Foot and Mouth Disease (FMD),20
Garissa,Garissa Township,Peste des Petit Ruminants (PPR),45
Garissa,Lagdera,Contagious Caprine Pleuropneumonia (CCPP),125
Kajiado,Kajiado West,Contagious Bovine Pleuropneumonia (CBPP),21
Garissa,Lagdera,Contagious Caprine Pleuropneumonia (CCPP),89
Garissa,Lagdera,Contagious Caprine Pleuropneumonia (CCPP),164
Makueni,Makueni,Lumpy Skin Disease (LSD),5
Marsabit,Moyale,Pneumonia,29
Kakamega,Malava,Anaplasmosis,2
Marsabit,Moyale,Foot Rot,32
Marsabit,Moyale,Eye Injury ,3
Samburu,Samburu North,Haemorrhagic septicemia,24
Marsabit,Moyale,Foot Rot,36
Marsabit,Moyale,Pneumonia,0
Samburu,Samburu North,0,115
Marsabit,Moyale,Goat Pox,36
Marsabit,Moyale,Coneurosis ,25
Marsabit,Moyale,Foot Rot,76
Marsabit,Moyale,Pneumonia,0
Marsabit,Moyale,Foot Rot,71
Marsabit,Moyale,Pneumonia,16
Marsabit,Moyale,Foot Rot,34
Marsabit,Moyale,Goat Pox,35
Marsabit,Moyale,Foot Rot ,28
Marsabit,Moyale,Abscess ,142
Marsabit,Moyale,Foot Rot,47
Marsabit,Moyale,Foot Rot,21
Marsabit,Moyale,Pneumonia,13
Turkana,Kibish,Contagious Caprine Pleuropneumonia (CCPP),145
Marsabit,Moyale,Foot Rot ,54
Makueni,Kilome,Insect Bite,3
Kiambu,Githunguri,Foot and Mouth Disease (FMD),8
Marsabit,Moyale,Animal bites,25
Kwale,Kinango,Contagious Caprine Pleuropneumonia (CCPP),8
Makueni,Kibwezi West,Helminthiasis,10
Kwale,Kinango,Poisoning ,2
Makueni,Makueni,Canine Distemper (CD),1
Samburu,Samburu West,Flea Allergy Dermatitis,2
Samburu,Samburu West,Mastitis,13
Samburu,Samburu West,Footrot,0
Samburu,Samburu West,Trypanosomiasis,3
Makueni,Kaiti,Kidney Stones ,1
Samburu,Samburu West,Peste des Petit Ruminants (PPR),136
Makueni,Kaiti,Helminthiasis,0
Samburu,Samburu West,Footrot,69
Busia,Teso South,Foot Rot,3
Makueni,Makueni,Pneumonia ,50
Nyandarua,Kipipiri,Photosensation,9
Makueni,Kibwezi West,Trypanosomiasis,3
Vihiga,Hamisi,Coccidosis,0
Turkana,Kibish,Helminthiasis,108
Marsabit,Moyale,Foot Rot,77
Marsabit,Moyale,Pneumonia,7
Vihiga,Hamisi,Ringworms,1
Makueni,Mbooni,Foot and Mouth Disease (FMD),20
Marsabit,Moyale,Foot Rot ,31
Marsabit,Moyale,Foot Rot,108
Marsabit,Moyale,Sheep Pox,13
Marsabit,Moyale,Peste des Petit Ruminants (PPR),115
Marsabit,Moyale,Pneumonia,5
Busia,Teso South,African Swine Fever (ASF),1
Marsabit,Moyale,Foot Rot,28
Taita Taveta,Taveta,Helminthiasis,9
Marsabit,Moyale,0,65
Bungoma,Webuye West,Foot and Mouth Disease (FMD),6
Marsabit,Moyale,Contagious Caprine Pleuropneumonia (CCPP),13
Marsabit,Moyale,Pneumonia,22
Marsabit,Moyale,0,95
Marsabit,Moyale,Foot Rot,55
Marsabit,Moyale,Foot Rot,120
Marsabit,Moyale,Pneumonia,74
Marsabit,Moyale,Foot Rot,102
Marsabit,Moyale,Foot Rot,16
Garissa,Balambala,Contagious Caprine Pleuropneumonia (CCPP),256
Marsabit,Moyale,Pneumonia,50
Kajiado,Kajiado West,Foot and Mouth Disease (FMD),1
Vihiga,Emuhaya,Helminthiasis,2
Marsabit,Moyale,Helminthiasis,23
Marsabit,Moyale,Mange ,15
Marsabit,Moyale,Mange,21
Marsabit,Moyale,Abscess ,2
Vihiga,Luanda,Pneumonia,4
Marsabit,Moyale,Pneumonia,37
Marsabit,Moyale,Animal bites,30
Marsabit,Moyale,Animal bites,6
Marsabit,Moyale,Footrot,63
Marsabit,Moyale,Abscess ,44
Marsabit,Moyale,Mange,26
Marsabit,Moyale,Mange,25
Marsabit,Moyale,Mange,12
Marsabit,Moyale,Pneumonia,23
Kwale,Kinango,Management ,35
Marsabit,Moyale,Wound,7
Marsabit,Moyale,Brucellosis,9
Marsabit,Moyale,Abscess ,31
Kwale,Kinango,Newcastle Disease (NCD),102
Marsabit,Moyale,Wounds ,20
Kwale,Kinango,Contagious Caprine Pleuropneumonia (CCPP),24
Kwale,Kinango,Leptospirosis,1
Marsabit,Moyale,Helminthiasis ,70
Kwale,Kinango,Newcastle Disease (NCD),31
Kwale,Kinango,Helminthiasis,14
Kwale,Kinango,Newcastle Disease (NCD),32
Kwale,Kinango,Pneumonia,5
Kwale,Kinango,Contagious Caprine Pleuropneumonia (CCPP),15
Kwale,Kinango,Trypanosomiasis,11
Marsabit,Moyale,Pneumonia,20
Kwale,Kinango,Helminthiasis,18
Marsabit,Moyale,Mastitis ,15
Marsabit,Moyale,Mange ,40
Marsabit,Moyale,Pneumonia,30
Marsabit,Moyale,Helminthiasis,20
Marsabit,Moyale,Foot Rot,55
Marsabit,Moyale,Trypanosomiasis,16
Marsabit,Moyale,Foot Rot,84
Marsabit,Moyale,Pneumonia,79
Kisumu,Kisumu West,Black Quarter,20
Marsabit,Moyale,Helminthiasis,44
Marsabit,Moyale,Pneumonia,89
Marsabit,Moyale,Foot Rot,86
Kisumu,Kisumu West,Johnes Disease,23
Marsabit,Moyale,Foot Rot,30
Marsabit,Moyale,Mange,1
Marsabit,Moyale, 0,116
Busia,Nambale,Enterotoxaemia,3
Marsabit,Moyale,Foot Rot,31
Marsabit,Moyale,Pneumonia,12
Marsabit,Moyale,Goat Pox,73
Nyeri,Kieni,Rabies,0
Samburu,Samburu West,Mycotoxicosis ,0
Marsabit,Moyale,Foot Rot,66
Samburu,Samburu West,Anaplasmosis,26
Marsabit,Moyale,Enterotoxaemia,21
Marsabit,Laisamis,Helminthiasis,7
Nakuru,Molo,Pneumonia,3
Marsabit,Laisamis,Trypanosomiasis,2
Samburu,Samburu West,Animal bites,0
Marsabit,Laisamis,Haemorrhagic septicemia,1
Marsabit,Laisamis,Mange,5
Marsabit,Laisamis,Brucellosis,1
Vihiga,Vihiga,Anaplasmosis,2
Marsabit,Laisamis,Brucellosis,1
Marsabit,North Horr,Peste des Petit Ruminants (PPR),45
Marsabit,Laisamis,Trypanosomiasis,1
Kakamega,Malava,Salmonellosis ,1
Elgeyo/Marakwet,Marakwet West,East Coast Fever(ECF),1
Busia,Teso South,Lumpy Skin Disease (LSD),3
Taita Taveta,Voi,East Coast Fever(ECF),2
Vihiga,Hamisi,Animal bites,4
Busia,Teso South,Helminthiasis,3
Marsabit,Moyale,Foot Rot,67
Marsabit,Moyale,Helminthiasis,60
Makueni,Kaiti,Helminthiasis,1
Makueni,Kaiti,Route Management Program ,2
Makueni,Kaiti,Repeat Breeder Syndrome ,1
Makueni,Kaiti,Mastitis ,0
Taita Taveta,Voi,Helminthiasis,2
Makueni,Mbooni,Mastitis ,1
Makueni,Kaiti,Helminthiasis,0
Makueni,Kibwezi East,Trypanosomiasis,4
Makueni,Kibwezi East,Pneumonia,5
Garissa,Dadaab,Contagious Caprine Pleuropneumonia (CCPP),214
Kakamega,Malava,Johnes Disease,1
Samburu,Samburu West,Animal bites,4
Machakos,Kangundo,Foot and Mouth Disease (FMD),0
Marsabit,Moyale,Manges,28
Makueni,Mbooni,Mange,1
Marsabit,Moyale,Poisoning,152
Marsabit,Moyale,Helminthiasis,71
Marsabit,Moyale,Foot Rot ,27
Makueni,Mbooni,East Coast Fever(ECF),6
Nyamira,West Mugirango,Black Quarter,0
Makueni,Mbooni,East Coast Fever(ECF),3
Nyandarua,Kipipiri,East Coast Fever(ECF),7
Marsabit,Moyale, 0,52
Marsabit,Moyale,Footrot,87
Elgeyo/Marakwet,Marakwet West,Sheep Pox,10
Makueni,Mbooni,Pneumonia,21
Makueni,Mbooni,Enterotoxaemia,1
Vihiga,Sabatia,Anaplasmosis,0
Marsabit,Moyale,Foot Rot,25
Makueni,Kaiti,East Coast Fever(ECF),4
Marsabit,Moyale,Trypanosomiasis,160
Marsabit,Moyale,Foot Rot,89
Marsabit,Moyale,Goat Pox,56
Marsabit,Moyale,Foot Rot,112
Marsabit,Moyale,Brucellosis,250
Busia,Teso South,Lumpy Skin Disease (LSD),151
Samburu,Samburu North,Coccidosis,9
Marsabit,Moyale,Pneumonia,40
Busia,Teso South,Helminthiasis,51
Marsabit,Moyale,Foot Rot,71
Kajiado,Kajiado Central,Orf,200
Marsabit,Moyale,Foot Rot,68
Laikipia,Laikipia West,Lumpy Skin Disease (LSD),14
Marsabit,Moyale,White Muscle ,112
Samburu,Samburu North,Pneumonia,26
Samburu,Samburu West,Mastitis ,9
Bungoma,Mt. Elgon,Helminthiasis,2
Bungoma,Mt. Elgon,Helminthiasis,1
Marsabit,Moyale,White Muscle ,35
Bungoma,Mt. Elgon,Foot and Mouth Disease (FMD),70
Kajiado,Kajiado North,Lumpy Skin Disease (LSD),7
Marsabit,North Horr,Pneumonia,12
Marsabit,North Horr,Haemorrhagic septicemia,1
Marsabit,Moyale,Foot Rot,56
Marsabit,Moyale,Orf,256
Marsabit,Moyale,Mange,245
Makueni,Mbooni,Mange,1
Marsabit,Moyale,Mastitis ,35
Taita Taveta,Mwatate,East Coast Fever(ECF),1
Taita Taveta,Voi,Tuberculosis ,12
Marsabit,Moyale,Helminthiasis,42
Marsabit,Moyale, Foot Rot,41
Marsabit,Moyale,Enterotoxaemia,35
Marsabit,Laisamis,Upper respiratory infections,1
Marsabit,Moyale,Heart Water,25
Marsabit,Moyale,Helminthiasis,215
Marsabit,Moyale,Haemorrhagic septicemia,36
Marsabit,Laisamis,Wild Life Attacked ,1
Marsabit,Moyale,Coccidosis,54
Elgeyo/Marakwet,Keiyo South,Anaplasmosis,8
Marsabit,Moyale,Brucellosis,41
Makueni,Kibwezi West,Pneumonia,10
Marsabit,Laisamis,Brucellosis,1
Marsabit,Moyale, Manges,400
Makueni,Kaiti,Normal ,0
Makueni,Mbooni,Pneumonia,5
Garissa,Dadaab,Contagious Caprine Pleuropneumonia (CCPP),186
Garissa,Dadaab,Contagious Caprine Pleuropneumonia (CCPP),197
Garissa,Dadaab,Contagious Caprine Pleuropneumonia (CCPP),231
Makueni,Kaiti,Poisoning,5
Garissa,Dadaab,Contagious Caprine Pleuropneumonia (CCPP),176
Garissa,Dadaab,Contagious Caprine Pleuropneumonia (CCPP),145
Marsabit,Moyale,Enterotoxaemia,8
Makueni,Kibwezi East,Foot and Mouth Disease (FMD),369
Garissa,Dadaab,Contagious Caprine Pleuropneumonia (CCPP),132
Kakamega,Malava,Pneumonia,3
Garissa,Dadaab,Goat Pox,235
Siaya,Alego Usonga,Babesiosis,8
Samburu,Samburu West,Hypocalcemia ,0
Kajiado,Kajiado East,Foot and Mouth Disease (FMD),200
Garissa,Dadaab,Sheep Pox,192
Marsabit,North Horr,Trypanosomiasis,10
Garissa,Garissa Township,Peste des Petit Ruminants (PPR),35
Makueni,Kibwezi East,Enterotoxaemia,1
Marsabit,Moyale,Animal bites,28
Makueni,Mbooni,Helminthiasis,6
Uasin Gishu,Turbo,Rabies,5
Kakamega,Malava,Mastitis ,5
Kakamega,Malava,East Coast Fever(ECF),2
Baringo,Baringo South,blue tongue,120
Marsabit,Moyale,Peste des Petit Ruminants (PPR),49
Makueni,Kibwezi East,Trypanosomiasis,22
Marsabit,Moyale,0,66
Samburu,Samburu West,Footrot,52
Marsabit,Moyale,Mange,95
Marsabit,Moyale, 0,14
Marsabit,Moyale, 0,96
Marsabit,Moyale,Foot Rot,20
Marsabit,Moyale,Pneumonia,80
Marsabit,Moyale,Foot Rot,13
Marsabit,Moyale,Pneumonia,79
Marsabit,Moyale,Foot Rot,63
Marsabit,Moyale,Abscess ,85
Marsabit,Moyale,Pneumonia,43
Vihiga,Emuhaya,Lumpy Skin Disease (LSD),4
Makueni,Kibwezi West,Trypanosomiasis,3
Marsabit,Moyale,Pneumonia,39
Marsabit,Moyale,Helminthiasis,91
Marsabit,North Horr,Peste des Petit Ruminants (PPR),96
Marsabit,Moyale,Foot Rot,36
Marsabit,Moyale,Helminthiasis,171
Tana River,Garsen,Sheep Pox,350
Marsabit,Moyale,Camel Pox,29
Marsabit,Moyale,Helminthiasis,47
Turkana,Kibish,Lumpy Skin Disease (LSD),36
Makueni,Kibwezi West,Haemorrhagic Septicemia ,3
Baringo,Eldama Ravine,Foot and Mouth Disease (FMD),23
Makueni,Kilome,Foot and Mouth Disease (FMD),8
Marsabit,Moyale,Pneumonia,97
Tana River,Garsen,Goat Pox,278
Kitui,Kitui East,East Coast Fever(ECF),3
Makueni,Mbooni,Enterotoxaemia,3
Baringo,Eldama Ravine,Rabies,8
Tana River,Bura,Contagious Caprine Pleuropneumonia (CCPP),0
Samburu,Samburu West,Bloat ,53
Tana River,Bura,Contagious Caprine Pleuropneumonia (CCPP),0
Taita Taveta,Voi,Mastitis,0
Tana River,Galole,Animal bites,4
Makueni,Makueni,Newcastle Disease (NCD),0
Tana River,Galole,Rift Valley Fever (RVF),63
Tana River,Galole,Contagious Caprine Pleuropneumonia (CCPP),12
Makueni,Kilome,Food Poisoning ,7
Baringo,Eldama Ravine,Contagious Caprine Pleuropneumonia (CCPP),12
Samburu,Samburu North,Peste des Petit Ruminants (PPR),35
Kwale,Kinango,Coccidosis,103
Makueni,Mbooni,Parvovirus,2
Samburu,Samburu North,Enterotoxaemia,71
Vihiga,Emuhaya,East Coast Fever(ECF),12
Vihiga,Vihiga,Helminthiasis,0
Kwale,Kinango,Contagious Caprine Pleuropneumonia (CCPP),21
Vihiga,Hamisi,Tumour ,6
Baringo,Eldama Ravine,East Coast Fever(ECF),6
Makueni,Kibwezi East,Animal bites,1
Vihiga,Hamisi,Manges,5
Makueni,Kibwezi East,Trypanosomiasis,3
Garissa,Balambala,Contagious Caprine Pleuropneumonia (CCPP),269
Baringo,Eldama Ravine,Helminthiasis,23
Marsabit,Moyale,Heart Water,75
Kwale,Kinango,Septicemia ,9
Makueni,Kibwezi East,Trypanosomiasis,3
Kwale,Kinango,Pneumonia,8
Marsabit,Moyale,Trypanosomiasis,2
Taita Taveta,Taveta,Helminthiasis,5
Marsabit,Moyale,Enterotoxaemia,36
Baringo,Eldama Ravine,Helminthiasis,6
Marsabit,Moyale,Haemorrhagic septicemia,21
Busia,Nambale,Lumpy Skin Disease (LSD),118
Marsabit,Moyale,Pneumonia,123
Siaya,Alego Usonga,Trypanosomiasis,1
Marsabit,Moyale,Helminthiasis,511
Marsabit,Moyale,Helminthiasis,137
Makueni,Kibwezi West,Pneumonia,1
Taita Taveta,Voi,East Coast Fever(ECF),2
Taita Taveta,Mwatate,Mastitis,0
Marsabit,Laisamis,Anaplamosis,1
Marsabit,Laisamis, Wildlife Attacked ,2
Makueni,Mbooni, ,4
Makueni,Kilome,East Coast Fever(ECF),20
Taita Taveta,Voi,Trypanosomiasis,1
Baringo,Eldama Ravine,Pneumonia,4
Taita Taveta,Voi,Anaplasmosis,1
Taita Taveta,Mwatate,Acute Trypanosomiasis,0
Narok,Narok South,East Coast Fever(ECF),11
Taita Taveta,Voi,Anaplasmosis,2
Taita Taveta,Mwatate,Acute Trypanosomiasis,9
Taita Taveta,Mwatate,Trypanosomiasis,0
Baringo,Eldama Ravine,Helminthiasis,8
Taita Taveta,Mwatate,"Trypanosomiasis, Respiratory Infection",3
